time,street,level,median_length,median_delay,median_speed_kmh,total_records,median_level,day,hours,day_of_week,hour_of_day,street_category,level_category,day_part
2022-07-06 05:00:00,N11 Soekarno-Hatta,3,592.0,83.0,15.57,8,3.0,Wednesday,5,2,1,7,2,Morning
2022-07-06 05:00:00,N11 Soekarno-Hatta,1,2091.0,82.5,34.635002,10,1.0,Wednesday,5,2,1,7,0,Morning
2022-07-06 06:00:00,Jenderal Ahmad Yani,3,192.0,106.0,5.33,21,3.0,Wednesday,6,2,1,3,2,Morning
2022-07-06 06:00:00,KH Wahid Hasyim,3,438.0,153.0,7.8,7,3.0,Wednesday,6,2,1,5,2,Morning
2022-07-06 06:00:00,KH Wahid Hasyim,4,261.0,137.0,5.73,4,4.0,Wednesday,6,2,1,5,3,Morning
2022-07-06 06:00:00,KH Wahid Hasyim,5,28.0,-1.0,0.0,240,5.0,Wednesday,6,2,1,5,4,Morning
2022-07-06 06:00:00,Jenderal AH Nasution,2,1837.0,106.0,24.18,47,2.0,Wednesday,6,2,1,2,1,Morning
2022-07-06 06:00:00,Jenderal AH Nasution,3,739.0,101.0,17.21,38,3.0,Wednesday,6,2,1,2,2,Morning
2022-07-06 06:00:00,Jenderal Ibrahim Adjie,2,1155.0,102.0,22.31,30,2.0,Wednesday,6,2,1,4,1,Morning
2022-07-06 06:00:00,Jenderal Ibrahim Adjie,3,602.0,152.0,10.605,10,3.0,Wednesday,6,2,1,4,2,Morning
2022-07-06 06:00:00,Jenderal Ibrahim Adjie,4,278.0,1360.0,0.7,11,4.0,Wednesday,6,2,1,4,3,Morning
2022-07-06 06:00:00,N11 Soekarno-Hatta,1,1837.0,79.0,33.3,21,1.0,Wednesday,6,2,1,7,0,Morning
2022-07-06 06:00:00,N11 Soekarno-Hatta,2,1668.0,135.0,25.45,25,2.0,Wednesday,6,2,1,7,1,Morning
2022-07-06 06:00:00,N11 Soekarno-Hatta,3,348.0,102.0,9.09,13,3.0,Wednesday,6,2,1,7,2,Morning
2022-07-06 06:00:00,N11 Soekarno-Hatta,4,282.0,78.5,8.264999,12,4.0,Wednesday,6,2,1,7,3,Morning
2022-07-06 06:00:00,Peta,1,717.0,69.0,16.95,8,1.0,Wednesday,6,2,1,8,0,Morning
2022-07-06 06:00:00,Terusan Buah Batu,2,985.0,76.0,20.83,8,2.0,Wednesday,6,2,1,9,1,Morning
2022-07-06 06:00:00,Cibaduyut Raya,1,1274.0,70.5,22.529999,6,1.0,Wednesday,6,2,1,0,0,Morning
2022-07-06 06:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,6,2,1,0,4,Morning
2022-07-06 06:00:00,Ir Haji Juanda,2,1034.0,63.0,22.51,3,2.0,Wednesday,6,2,1,1,1,Morning
2022-07-06 06:00:00,Jenderal Ahmad Yani,2,950.0,119.0,15.1,22,2.0,Wednesday,6,2,1,3,1,Morning
2022-07-06 06:00:00,Jenderal AH Nasution,1,1344.0,68.0,27.03,3,1.0,Wednesday,6,2,1,2,0,Morning
2022-07-06 07:00:00,Jenderal Ahmad Yani,1,848.0,40.0,25.2,11,1.0,Wednesday,7,2,1,3,0,Morning
2022-07-06 07:00:00,Jenderal Ahmad Yani,2,972.0,109.5,15.84,32,2.0,Wednesday,7,2,1,3,1,Morning
2022-07-06 07:00:00,Jenderal Ahmad Yani,3,529.0,147.5,9.015,52,3.0,Wednesday,7,2,1,3,2,Morning
2022-07-06 07:00:00,Jenderal AH Nasution,2,1372.0,118.0,20.69,49,2.0,Wednesday,7,2,1,2,1,Morning
2022-07-06 07:00:00,Jenderal Ibrahim Adjie,3,611.0,99.0,13.3,11,3.0,Wednesday,7,2,1,4,2,Morning
2022-07-06 07:00:00,Jenderal AH Nasution,3,1485.0,244.0,14.09,89,3.0,Wednesday,7,2,1,2,2,Morning
2022-07-06 07:00:00,Jenderal AH Nasution,4,1064.0,530.0,5.72,19,4.0,Wednesday,7,2,1,2,3,Morning
2022-07-06 07:00:00,Jenderal Ibrahim Adjie,2,1207.0,95.0,21.22,97,2.0,Wednesday,7,2,1,4,1,Morning
2022-07-06 07:00:00,KH Wahid Hasyim,2,780.0,99.0,15.280001,10,2.0,Wednesday,7,2,1,5,1,Morning
2022-07-06 07:00:00,KH Wahid Hasyim,3,493.0,79.0,13.78,15,3.0,Wednesday,7,2,1,5,2,Morning
2022-07-06 07:00:00,KH Wahid Hasyim,5,28.0,-1.0,0.0,244,5.0,Wednesday,7,2,1,5,4,Morning
2022-07-06 07:00:00,LLRE Martadinata,3,531.0,106.5,9.809999,12,3.0,Wednesday,7,2,1,6,2,Morning
2022-07-06 07:00:00,LLRE Martadinata,2,739.0,63.0,18.06,11,2.0,Wednesday,7,2,1,6,1,Morning
2022-07-06 07:00:00,LLRE Martadinata,1,592.0,62.0,15.57,1,1.0,Wednesday,7,2,1,6,0,Morning
2022-07-06 07:00:00,N11 Soekarno-Hatta,1,1837.0,66.0,36.02,26,1.0,Wednesday,7,2,1,7,0,Morning
2022-07-06 07:00:00,N11 Soekarno-Hatta,2,1248.0,93.0,20.685,90,2.0,Wednesday,7,2,1,7,1,Morning
2022-07-06 07:00:00,N11 Soekarno-Hatta,3,529.0,117.0,11.78,107,3.0,Wednesday,7,2,1,7,2,Morning
2022-07-06 07:00:00,N11 Soekarno-Hatta,4,839.0,470.0,5.68,37,4.0,Wednesday,7,2,1,7,3,Morning
2022-07-06 07:00:00,Peta,2,1199.0,138.0,13.88,27,2.0,Wednesday,7,2,1,8,1,Morning
2022-07-06 07:00:00,Peta,3,1246.0,229.0,11.32,15,3.0,Wednesday,7,2,1,8,2,Morning
2022-07-06 07:00:00,Terusan Buah Batu,2,1180.0,82.0,20.74,5,2.0,Wednesday,7,2,1,9,1,Morning
2022-07-06 07:00:00,Terusan Buah Batu,3,963.0,210.0,11.965,68,3.0,Wednesday,7,2,1,9,2,Morning
2022-07-06 07:00:00,Terusan Buah Batu,4,428.0,262.5,5.815,34,4.0,Wednesday,7,2,1,9,3,Morning
2022-07-06 07:00:00,Cibaduyut Raya,1,1545.0,104.0,20.505,14,1.0,Wednesday,7,2,1,0,0,Morning
2022-07-06 07:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,61,5.0,Wednesday,7,2,1,0,4,Morning
2022-07-06 07:00:00,Ir Haji Juanda,2,967.0,94.0,18.92,13,2.0,Wednesday,7,2,1,1,1,Morning
2022-07-06 07:00:00,Ir Haji Juanda,3,594.0,83.0,11.97,49,3.0,Wednesday,7,2,1,1,2,Morning
2022-07-06 08:00:00,N11 Soekarno-Hatta,1,1577.0,67.0,32.995,64,1.0,Wednesday,8,2,1,7,0,Morning
2022-07-06 08:00:00,N11 Soekarno-Hatta,2,1428.0,94.0,22.92,65,2.0,Wednesday,8,2,1,7,1,Morning
2022-07-06 08:00:00,N11 Soekarno-Hatta,3,803.0,154.5,12.66,138,3.0,Wednesday,8,2,1,7,2,Morning
2022-07-06 08:00:00,N11 Soekarno-Hatta,4,839.0,300.0,7.63,37,4.0,Wednesday,8,2,1,7,3,Morning
2022-07-06 08:00:00,Peta,3,397.0,94.0,8.7,43,3.0,Wednesday,8,2,1,8,2,Morning
2022-07-06 08:00:00,Peta,2,1058.0,139.0,14.42,53,2.0,Wednesday,8,2,1,8,1,Morning
2022-07-06 08:00:00,Peta,1,717.0,71.0,16.68,5,1.0,Wednesday,8,2,1,8,0,Morning
2022-07-06 08:00:00,Terusan Buah Batu,4,2091.0,682.0,7.7,33,4.0,Wednesday,8,2,1,9,3,Morning
2022-07-06 08:00:00,Terusan Buah Batu,3,1180.0,221.0,11.53,87,3.0,Wednesday,8,2,1,9,2,Morning
2022-07-06 08:00:00,Terusan Buah Batu,2,836.0,101.0,17.02,2,2.0,Wednesday,8,2,1,9,1,Morning
2022-07-06 08:00:00,Cibaduyut Raya,1,1274.0,75.0,21.065,54,1.0,Wednesday,8,2,1,0,0,Morning
2022-07-06 08:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,8,2,1,0,4,Morning
2022-07-06 08:00:00,Ir Haji Juanda,1,1028.5,62.0,21.01,10,1.0,Wednesday,8,2,1,1,0,Morning
2022-07-06 08:00:00,Ir Haji Juanda,2,885.0,87.0,17.94,33,2.0,Wednesday,8,2,1,1,1,Morning
2022-07-06 08:00:00,Ir Haji Juanda,3,1222.0,99.5,19.13,20,3.0,Wednesday,8,2,1,1,2,Morning
2022-07-06 08:00:00,Jenderal Ahmad Yani,1,962.0,51.0,24.94,19,1.0,Wednesday,8,2,1,3,0,Morning
2022-07-06 08:00:00,Jenderal Ahmad Yani,2,950.0,96.0,15.05,35,2.0,Wednesday,8,2,1,3,1,Morning
2022-07-06 08:00:00,Jenderal Ahmad Yani,3,696.0,150.0,11.84,57,3.0,Wednesday,8,2,1,3,2,Morning
2022-07-06 08:00:00,Jenderal Ahmad Yani,4,182.0,171.5,3.36,6,4.0,Wednesday,8,2,1,3,3,Morning
2022-07-06 08:00:00,Jenderal AH Nasution,1,1324.0,70.0,26.83,27,1.0,Wednesday,8,2,1,2,0,Morning
2022-07-06 08:00:00,Jenderal AH Nasution,2,1270.0,96.5,22.825,100,2.0,Wednesday,8,2,1,2,1,Morning
2022-07-06 08:00:00,Jenderal Ibrahim Adjie,2,1417.0,103.0,20.685001,82,2.0,Wednesday,8,2,1,4,1,Morning
2022-07-06 08:00:00,Jenderal Ibrahim Adjie,3,1775.0,208.0,15.97,15,3.0,Wednesday,8,2,1,4,2,Morning
2022-07-06 08:00:00,Jenderal AH Nasution,3,1725.0,237.0,17.11,104,3.0,Wednesday,8,2,1,2,2,Morning
2022-07-06 08:00:00,Jenderal AH Nasution,4,1725.0,600.5,8.325,22,4.0,Wednesday,8,2,1,2,3,Morning
2022-07-06 08:00:00,Jenderal Ibrahim Adjie,1,1307.5,65.0,24.89,4,1.0,Wednesday,8,2,1,4,0,Morning
2022-07-06 08:00:00,Jenderal Ibrahim Adjie,4,2276.0,830.0,7.8,3,4.0,Wednesday,8,2,1,4,3,Morning
2022-07-06 08:00:00,KH Wahid Hasyim,1,1008.0,53.0,22.58,8,1.0,Wednesday,8,2,1,5,0,Morning
2022-07-06 08:00:00,KH Wahid Hasyim,2,858.5,81.5,18.904999,52,2.0,Wednesday,8,2,1,5,1,Morning
2022-07-06 08:00:00,KH Wahid Hasyim,3,486.0,75.0,13.885,26,3.0,Wednesday,8,2,1,5,2,Morning
2022-07-06 08:00:00,KH Wahid Hasyim,5,28.0,-1.0,0.0,240,5.0,Wednesday,8,2,1,5,4,Morning
2022-07-06 08:00:00,LLRE Martadinata,1,792.0,63.0,18.55,5,1.0,Wednesday,8,2,1,6,0,Morning
2022-07-06 08:00:00,LLRE Martadinata,2,751.0,95.5,15.07,42,2.0,Wednesday,8,2,1,6,1,Morning
2022-07-06 08:00:00,LLRE Martadinata,3,344.0,89.0,10.21,11,3.0,Wednesday,8,2,1,6,2,Morning
2022-07-06 09:00:00,Jenderal AH Nasution,2,1518.5,96.5,24.11,130,2.0,Wednesday,9,2,1,2,1,Morning
2022-07-06 09:00:00,Cibaduyut Raya,1,1338.0,94.5,20.39,30,1.0,Wednesday,9,2,1,0,0,Morning
2022-07-06 09:00:00,Cibaduyut Raya,2,894.0,114.0,15.83,19,2.0,Wednesday,9,2,1,0,1,Morning
2022-07-06 09:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,9,2,1,0,4,Morning
2022-07-06 09:00:00,Ir Haji Juanda,1,825.0,73.0,16.25,7,1.0,Wednesday,9,2,1,1,0,Morning
2022-07-06 09:00:00,Ir Haji Juanda,2,988.0,82.0,17.24,96,2.0,Wednesday,9,2,1,1,1,Morning
2022-07-06 09:00:00,Ir Haji Juanda,3,597.0,85.0,13.27,51,3.0,Wednesday,9,2,1,1,2,Morning
2022-07-06 09:00:00,Ir Haji Juanda,4,399.0,187.0,5.65,4,4.0,Wednesday,9,2,1,1,3,Morning
2022-07-06 09:00:00,Jenderal Ahmad Yani,1,1094.0,65.0,22.37,5,1.0,Wednesday,9,2,1,3,0,Morning
2022-07-06 09:00:00,Jenderal Ahmad Yani,2,1105.0,119.5,18.880001,34,2.0,Wednesday,9,2,1,3,1,Morning
2022-07-06 09:00:00,Jenderal Ahmad Yani,3,985.0,191.0,11.42,57,3.0,Wednesday,9,2,1,3,2,Morning
2022-07-06 09:00:00,Jenderal Ahmad Yani,4,431.0,207.0,5.89,5,4.0,Wednesday,9,2,1,3,3,Morning
2022-07-06 09:00:00,Jenderal AH Nasution,1,1338.0,71.0,26.79,44,1.0,Wednesday,9,2,1,2,0,Morning
2022-07-06 09:00:00,Jenderal AH Nasution,3,2070.0,282.0,16.64,107,3.0,Wednesday,9,2,1,2,2,Morning
2022-07-06 09:00:00,Jenderal AH Nasution,4,183.0,119.0,4.83,1,4.0,Wednesday,9,2,1,2,3,Morning
2022-07-06 09:00:00,Jenderal Ibrahim Adjie,1,1207.0,62.0,28.175,4,1.0,Wednesday,9,2,1,4,0,Morning
2022-07-06 09:00:00,Jenderal Ibrahim Adjie,2,1515.0,101.0,22.52,66,2.0,Wednesday,9,2,1,4,1,Morning
2022-07-06 09:00:00,Jenderal Ibrahim Adjie,3,1470.0,242.0,13.35,42,3.0,Wednesday,9,2,1,4,2,Morning
2022-07-06 09:00:00,KH Wahid Hasyim,1,1152.0,73.0,22.53,8,1.0,Wednesday,9,2,1,5,0,Morning
2022-07-06 09:00:00,KH Wahid Hasyim,2,1008.0,93.0,19.33,70,2.0,Wednesday,9,2,1,5,1,Morning
2022-07-06 09:00:00,KH Wahid Hasyim,3,1008.0,152.5,13.514999,78,3.0,Wednesday,9,2,1,5,2,Morning
2022-07-06 09:00:00,KH Wahid Hasyim,5,28.0,-1.0,0.0,240,5.0,Wednesday,9,2,1,5,4,Morning
2022-07-06 09:00:00,LLRE Martadinata,1,884.0,68.0,17.82,5,1.0,Wednesday,9,2,1,6,0,Morning
2022-07-06 09:00:00,LLRE Martadinata,2,947.0,108.0,15.17,31,2.0,Wednesday,9,2,1,6,1,Morning
2022-07-06 09:00:00,LLRE Martadinata,3,550.0,120.5,10.83,12,3.0,Wednesday,9,2,1,6,2,Morning
2022-07-06 09:00:00,N11 Soekarno-Hatta,1,2236.0,93.0,33.585,40,1.0,Wednesday,9,2,1,7,0,Morning
2022-07-06 09:00:00,N11 Soekarno-Hatta,2,1248.0,90.0,24.61,156,2.0,Wednesday,9,2,1,7,1,Morning
2022-07-06 09:00:00,N11 Soekarno-Hatta,3,794.0,130.0,14.72,127,3.0,Wednesday,9,2,1,7,2,Morning
2022-07-06 09:00:00,N11 Soekarno-Hatta,4,919.0,403.0,6.86,69,4.0,Wednesday,9,2,1,7,3,Morning
2022-07-06 09:00:00,Peta,1,1006.0,73.5,19.369999,6,1.0,Wednesday,9,2,1,8,0,Morning
2022-07-06 09:00:00,Peta,2,1006.0,102.0,16.5,99,2.0,Wednesday,9,2,1,8,1,Morning
2022-07-06 09:00:00,Peta,3,572.0,86.0,11.13,5,3.0,Wednesday,9,2,1,8,2,Morning
2022-07-06 09:00:00,Terusan Buah Batu,2,1513.0,112.0,19.24,53,2.0,Wednesday,9,2,1,9,1,Morning
2022-07-06 09:00:00,Terusan Buah Batu,3,1249.0,197.0,13.63,48,3.0,Wednesday,9,2,1,9,2,Morning
2022-07-06 09:00:00,Terusan Buah Batu,4,305.0,146.0,6.625,16,4.0,Wednesday,9,2,1,9,3,Morning
2022-07-06 10:00:00,Ir Haji Juanda,1,958.0,70.0,16.615,26,1.0,Wednesday,10,2,1,1,0,Morning
2022-07-06 10:00:00,Cibaduyut Raya,3,1222.0,244.0,11.95,13,3.0,Wednesday,10,2,1,0,2,Morning
2022-07-06 10:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,10,2,1,0,4,Morning
2022-07-06 10:00:00,Cibaduyut Raya,1,1196.0,81.0,21.16,23,1.0,Wednesday,10,2,1,0,0,Morning
2022-07-06 10:00:00,Cibaduyut Raya,2,1357.0,141.0,16.77,71,2.0,Wednesday,10,2,1,0,1,Morning
2022-07-06 10:00:00,Ir Haji Juanda,2,1034.0,105.0,17.330002,150,2.0,Wednesday,10,2,1,1,1,Morning
2022-07-06 10:00:00,Ir Haji Juanda,3,1099.0,123.0,14.280001,106,3.0,Wednesday,10,2,1,1,2,Morning
2022-07-06 10:00:00,Ir Haji Juanda,4,597.0,179.0,8.15,4,4.0,Wednesday,10,2,1,1,3,Morning
2022-07-06 10:00:00,KH Wahid Hasyim,3,823.0,158.0,13.62,22,3.0,Wednesday,10,2,1,5,2,Morning
2022-07-06 10:00:00,KH Wahid Hasyim,5,28.0,-1.0,0.0,240,5.0,Wednesday,10,2,1,5,4,Morning
2022-07-06 10:00:00,Jenderal Ahmad Yani,1,1389.0,81.0,21.79,5,1.0,Wednesday,10,2,1,3,0,Morning
2022-07-06 10:00:00,Jenderal Ahmad Yani,2,971.0,96.0,17.3,92,2.0,Wednesday,10,2,1,3,1,Morning
2022-07-06 10:00:00,Jenderal Ahmad Yani,3,769.0,172.0,10.67,81,3.0,Wednesday,10,2,1,3,2,Morning
2022-07-06 10:00:00,Jenderal Ahmad Yani,4,205.0,108.0,5.67,9,4.0,Wednesday,10,2,1,3,3,Morning
2022-07-06 10:00:00,Jenderal AH Nasution,1,1317.0,73.0,25.61,15,1.0,Wednesday,10,2,1,2,0,Morning
2022-07-06 10:00:00,Jenderal AH Nasution,2,1542.0,109.0,22.295,110,2.0,Wednesday,10,2,1,2,1,Morning
2022-07-06 10:00:00,Jenderal Ibrahim Adjie,2,1298.0,97.0,21.14,79,2.0,Wednesday,10,2,1,4,1,Morning
2022-07-06 10:00:00,KH Wahid Hasyim,1,1156.0,64.0,24.0,8,1.0,Wednesday,10,2,1,5,0,Morning
2022-07-06 10:00:00,Jenderal AH Nasution,3,1603.0,249.0,16.58,126,3.0,Wednesday,10,2,1,2,2,Morning
2022-07-06 10:00:00,Jenderal AH Nasution,4,887.0,272.0,8.96,2,4.0,Wednesday,10,2,1,2,3,Morning
2022-07-06 10:00:00,Jenderal Ibrahim Adjie,1,1116.0,61.0,27.6,3,1.0,Wednesday,10,2,1,4,0,Morning
2022-07-06 10:00:00,KH Wahid Hasyim,2,696.0,71.0,18.400002,54,2.0,Wednesday,10,2,1,5,1,Morning
2022-07-06 10:00:00,Jenderal Ibrahim Adjie,3,650.0,161.0,10.035,72,3.0,Wednesday,10,2,1,4,2,Morning
2022-07-06 10:00:00,Jenderal Ibrahim Adjie,4,484.0,290.0,4.57,1,4.0,Wednesday,10,2,1,4,3,Morning
2022-07-06 10:00:00,LLRE Martadinata,2,947.0,108.0,14.29,103,2.0,Wednesday,10,2,1,6,1,Morning
2022-07-06 10:00:00,LLRE Martadinata,3,664.0,139.0,10.1,43,3.0,Wednesday,10,2,1,6,2,Morning
2022-07-06 10:00:00,N11 Soekarno-Hatta,1,2236.0,77.0,35.76,43,1.0,Wednesday,10,2,1,7,0,Morning
2022-07-06 10:00:00,N11 Soekarno-Hatta,2,1427.0,93.5,23.35,128,2.0,Wednesday,10,2,1,7,1,Morning
2022-07-06 10:00:00,N11 Soekarno-Hatta,3,695.0,122.0,13.825001,148,3.0,Wednesday,10,2,1,7,2,Morning
2022-07-06 10:00:00,N11 Soekarno-Hatta,4,557.0,373.0,5.74,53,4.0,Wednesday,10,2,1,7,3,Morning
2022-07-06 10:00:00,Peta,1,1007.0,64.0,19.55,3,1.0,Wednesday,10,2,1,8,0,Morning
2022-07-06 10:00:00,Peta,2,1239.0,134.5,15.155,74,2.0,Wednesday,10,2,1,8,1,Morning
2022-07-06 10:00:00,Peta,3,585.0,133.0,11.02,29,3.0,Wednesday,10,2,1,8,2,Morning
2022-07-06 10:00:00,Peta,4,241.0,123.5,5.51,2,4.0,Wednesday,10,2,1,8,3,Morning
2022-07-06 10:00:00,Terusan Buah Batu,2,1608.0,95.0,19.05,21,2.0,Wednesday,10,2,1,9,1,Morning
2022-07-06 10:00:00,Terusan Buah Batu,3,1900.5,298.5,12.31,64,3.0,Wednesday,10,2,1,9,2,Morning
2022-07-06 10:00:00,Terusan Buah Batu,4,1099.0,389.0,7.83,5,4.0,Wednesday,10,2,1,9,3,Morning
2022-07-06 11:00:00,Jenderal Ahmad Yani,1,972.0,65.0,22.154999,2,1.0,Wednesday,11,2,2,3,0,Afternoon
2022-07-06 11:00:00,Jenderal Ahmad Yani,2,890.5,88.0,18.415,122,2.0,Wednesday,11,2,2,3,1,Afternoon
2022-07-06 11:00:00,Jenderal Ahmad Yani,3,1062.0,194.0,11.35,119,3.0,Wednesday,11,2,2,3,2,Afternoon
2022-07-06 11:00:00,Jenderal Ahmad Yani,4,357.0,191.5,5.51,2,4.0,Wednesday,11,2,2,3,3,Afternoon
2022-07-06 11:00:00,Jenderal AH Nasution,1,1193.0,66.5,26.335,8,1.0,Wednesday,11,2,2,2,0,Afternoon
2022-07-06 11:00:00,Jenderal AH Nasution,2,1757.0,122.0,22.895,138,2.0,Wednesday,11,2,2,2,1,Afternoon
2022-07-06 11:00:00,Jenderal Ibrahim Adjie,2,1293.0,103.0,20.07,73,2.0,Wednesday,11,2,2,4,1,Afternoon
2022-07-06 11:00:00,Jenderal AH Nasution,3,1837.0,282.0,14.06,95,3.0,Wednesday,11,2,2,2,2,Afternoon
2022-07-06 11:00:00,Jenderal AH Nasution,4,1129.0,350.0,8.245,46,4.0,Wednesday,11,2,2,2,3,Afternoon
2022-07-06 11:00:00,N11 Soekarno-Hatta,1,1885.0,68.0,35.76,39,1.0,Wednesday,11,2,2,7,0,Afternoon
2022-07-06 11:00:00,N11 Soekarno-Hatta,2,1248.0,89.5,22.02,94,2.0,Wednesday,11,2,2,7,1,Afternoon
2022-07-06 11:00:00,N11 Soekarno-Hatta,3,958.0,174.0,13.46,105,3.0,Wednesday,11,2,2,7,2,Afternoon
2022-07-06 11:00:00,N11 Soekarno-Hatta,4,735.0,442.0,5.98,125,4.0,Wednesday,11,2,2,7,3,Afternoon
2022-07-06 11:00:00,Peta,1,1006.0,74.0,19.03,11,1.0,Wednesday,11,2,2,8,0,Afternoon
2022-07-06 11:00:00,Peta,2,941.0,100.0,15.99,74,2.0,Wednesday,11,2,2,8,1,Afternoon
2022-07-06 11:00:00,Peta,3,1209.0,232.0,10.245,26,3.0,Wednesday,11,2,2,8,2,Afternoon
2022-07-06 11:00:00,Peta,4,379.0,178.0,5.815,8,4.0,Wednesday,11,2,2,8,3,Afternoon
2022-07-06 11:00:00,Jenderal Ibrahim Adjie,3,711.0,132.0,13.385,82,3.0,Wednesday,11,2,2,4,2,Afternoon
2022-07-06 11:00:00,Jenderal Ibrahim Adjie,4,255.0,130.5,6.035,10,4.0,Wednesday,11,2,2,4,3,Afternoon
2022-07-06 11:00:00,KH Wahid Hasyim,1,734.0,55.0,18.9,1,1.0,Wednesday,11,2,2,5,0,Afternoon
2022-07-06 11:00:00,KH Wahid Hasyim,2,1008.0,92.0,18.16,61,2.0,Wednesday,11,2,2,5,1,Afternoon
2022-07-06 11:00:00,KH Wahid Hasyim,3,896.0,139.0,14.22,100,3.0,Wednesday,11,2,2,5,2,Afternoon
2022-07-06 11:00:00,KH Wahid Hasyim,4,174.0,108.5,4.74,2,4.0,Wednesday,11,2,2,5,3,Afternoon
2022-07-06 11:00:00,KH Wahid Hasyim,5,28.0,-1.0,0.0,240,5.0,Wednesday,11,2,2,5,4,Afternoon
2022-07-06 11:00:00,LLRE Martadinata,2,1151.5,152.5,14.09,110,2.0,Wednesday,11,2,2,6,1,Afternoon
2022-07-06 11:00:00,LLRE Martadinata,3,858.0,228.0,10.86,62,3.0,Wednesday,11,2,2,6,2,Afternoon
2022-07-06 11:00:00,Cibaduyut Raya,1,1008.0,76.0,19.0,14,1.0,Wednesday,11,2,2,0,0,Afternoon
2022-07-06 11:00:00,Cibaduyut Raya,2,1357.0,158.5,16.705,60,2.0,Wednesday,11,2,2,0,1,Afternoon
2022-07-06 11:00:00,Cibaduyut Raya,3,1062.0,286.0,9.575,24,3.0,Wednesday,11,2,2,0,2,Afternoon
2022-07-06 11:00:00,Cibaduyut Raya,4,193.0,124.0,4.96,9,4.0,Wednesday,11,2,2,0,3,Afternoon
